name,keyword
ANGSD,http://edamontology.org/format_3462
CLARK,http://edamontology.org/format_2546
"1000Genomes VEP",http://edamontology.org/format_3499
"1000Genomes VEP",http://edamontology.org/format_3016
Scoary,http://edamontology.org/format_2330
"Cancer Genome Interpreter (CGI)",http://edamontology.org/format_3016
"Cancer Genome Interpreter (CGI)",http://edamontology.org/format_1964
"Cancer Genome Interpreter (CGI)",http://edamontology.org/format_3475
MetFrag,http://edamontology.org/format_2330
RNAhybrid,http://edamontology.org/format_1942
RNAhybrid,http://edamontology.org/format_2330
RNAhybrid,http://edamontology.org/format_1929
RNAhybrid,http://edamontology.org/format_1925
RNAhybrid,http://edamontology.org/format_1210
RNAhybrid,http://edamontology.org/format_2332
RNAhybrid,http://edamontology.org/format_1930
RNAhybrid,http://edamontology.org/format_1927
khmer,http://edamontology.org/format_1929
khmer,http://edamontology.org/format_2546
khmer,http://edamontology.org/format_2182
LocARNA,http://edamontology.org/format_1929
LocARNA,http://edamontology.org/format_2200
VarDom,http://edamontology.org/format_1929
CAVER,http://edamontology.org/format_1476
DiscoTope,http://edamontology.org/format_1476
GenomicAlignments,http://edamontology.org/format_2572
GenomicAlignments,http://edamontology.org/format_2573
GenomicAlignments,http://edamontology.org/format_2306
PredictSNP,http://edamontology.org/format_1929
Clomial,http://edamontology.org/format_2330
Unicycler,http://edamontology.org/format_2571
OpenMM,http://edamontology.org/format_1476
TADbit,http://edamontology.org/format_1930
mixomics,http://edamontology.org/format_3751
sva,http://edamontology.org/format_3033
REPET,http://edamontology.org/format_1929
PathogenFinder,http://edamontology.org/format_1929
PathogenFinder,http://edamontology.org/format_2200
SARTools,http://edamontology.org/format_3475
seqkit,http://edamontology.org/format_1929
seqkit,http://edamontology.org/format_1930
EffectiveT3,http://edamontology.org/format_1929
SIAMCAT,http://edamontology.org/format_3475
bcftools_view,http://edamontology.org/format_3020
bcftools_view,http://edamontology.org/format_3475
snpEff,http://edamontology.org/format_3003
snpEff,http://edamontology.org/format_2330
snpEff,http://edamontology.org/format_1929
snpEff,http://edamontology.org/format_2305
snpEff,http://edamontology.org/format_2306
snpEff,http://edamontology.org/format_3016
snpEff,http://edamontology.org/format_3475
cisTEM,http://edamontology.org/format_3547
Swarm,http://edamontology.org/format_2546
