name,keyword
MonoRes,http://edamontology.org/format_3547
TubercuList,http://edamontology.org/format_2331
MITOS,http://edamontology.org/format_3003
MITOS,http://edamontology.org/format_1929
MITOS,http://edamontology.org/format_2305
"Clustal W",http://edamontology.org/format_1929
"Clustal 2 (Clustal W, Clustal X)",http://edamontology.org/format_1929
PeptideProphet,http://edamontology.org/format_3655
PeptideProphet,http://edamontology.org/format_2331
ProteinProphet,http://edamontology.org/format_2331
ProteinProphet,http://edamontology.org/format_2332
ProteinProphet,http://edamontology.org/format_3747
ProteinProphet,http://edamontology.org/format_3468
ASAPRatio,http://edamontology.org/format_3655
ASAPRatio,http://edamontology.org/format_3747
PepNovo,http://edamontology.org/format_2330
PEP-FOLD,http://edamontology.org/format_1476
MyriMatch,http://edamontology.org/format_3655
Quant,http://edamontology.org/format_3603
Quant,http://edamontology.org/format_3468
PharmGKB,http://edamontology.org/format_2331
NetOGlyc,http://edamontology.org/format_1974
"Yeast GFP fusion localization database (yeastgfp)",http://edamontology.org/format_2331
Enterotyping,http://edamontology.org/format_3475
ProteomicsDB,http://edamontology.org/format_3752
ProteomicsDB,http://edamontology.org/format_3603
ProteomicsDB,http://edamontology.org/format_3604
"BioPlex 2.0",http://edamontology.org/format_2060
MaxQuant,http://edamontology.org/format_3603
MaxQuant,http://edamontology.org/format_3752
MaxQuant,http://edamontology.org/format_3579
Cufflinks,http://edamontology.org/format_2306
MuTect,http://edamontology.org/format_2032
OpenSWATH,http://edamontology.org/format_3244
OpenSWATH,http://edamontology.org/format_3654
OpenSWATH,http://edamontology.org/format_3621
OpenSWATH,http://edamontology.org/format_3833
OpenSWATH,http://edamontology.org/format_3475
EVmutation,http://edamontology.org/format_3752
demuxlet,http://edamontology.org/format_3475
XPRESS,http://edamontology.org/format_3655
Kaiju,http://edamontology.org/format_3475
MS-GF+,http://edamontology.org/format_3475
MS-GF+,http://edamontology.org/format_3247
viper,http://edamontology.org/format_3475
gatk2_haplotype_caller-IP,http://edamontology.org/format_2330
gatk2_haplotype_caller-IP,http://edamontology.org/format_3016
GenePattern,http://edamontology.org/format_2058
GenePattern,http://edamontology.org/format_3709
"dbEST database of EST sequences",http://edamontology.org/format_2331
"dbEST database of EST sequences",http://edamontology.org/format_2532
"dbEST database of EST sequences",http://edamontology.org/format_2310
PicTar,http://edamontology.org/format_2331
hgv_beam,http://edamontology.org/format_3475
Trans-ABySS,http://edamontology.org/format_2055
SignalP,http://edamontology.org/format_2305
"Bowtie 2",http://edamontology.org/format_2572
"Bowtie 2",http://edamontology.org/format_2573
Segway,http://edamontology.org/format_3003
Segway,http://edamontology.org/format_2919
"ImageJ (NIH)",http://edamontology.org/format_3591
"ImageJ (NIH)",http://edamontology.org/format_3592
"ImageJ (NIH)",http://edamontology.org/format_1957
"ImageJ (NIH)",http://edamontology.org/format_3548
"ImageJ (NIH)",http://edamontology.org/format_3467
"GEM-Mapper v3",http://edamontology.org/format_3285
"GEM-Mapper v3",http://edamontology.org/format_2573
express-IP,http://edamontology.org/format_2330
metagenomeSeq,http://edamontology.org/format_2330
metagenomeSeq,http://edamontology.org/format_3547
"Metagenomic operational taxonomic units (mOTUs)",http://edamontology.org/format_3475
RnBeads,http://edamontology.org/format_2331
ABarray,http://edamontology.org/format_2032
ABarray,http://edamontology.org/format_3617
DIA-Umpire,http://edamontology.org/format_3651
DIA-Umpire,http://edamontology.org/format_3475
MiXCR,http://edamontology.org/format_2330
RiboTaper,http://edamontology.org/format_3003
RiboTaper,http://edamontology.org/format_1929
RiboTaper,http://edamontology.org/format_3508
monocle,http://edamontology.org/format_2032
cryoSPARC,http://edamontology.org/format_2065
Salmon,http://edamontology.org/format_3475
SCnorm,http://edamontology.org/format_3617
SCnorm,http://edamontology.org/format_3033
CIRCLE-seq,http://edamontology.org/format_2330
sleuth,http://edamontology.org/format_2058
histoCAT,http://edamontology.org/format_2032
"Monocle 2",http://edamontology.org/format_2032
scmap,http://edamontology.org/format_3166
Percolator,http://edamontology.org/format_2332
matchBox,http://edamontology.org/format_2330
matchBox,http://edamontology.org/format_3547
decoy.pl,http://edamontology.org/format_2546
hgv_david,http://edamontology.org/format_2331
"Differential RNA-seq pipeline",http://edamontology.org/format_3475
modencode_peakcalling_macs2-IP,http://edamontology.org/format_3003
modencode_peakcalling_macs2-IP,http://edamontology.org/format_2331
modencode_peakcalling_macs2-IP,http://edamontology.org/format_2330
modencode_peakcalling_macs2-IP,http://edamontology.org/format_3475
SymCurv,http://edamontology.org/format_2330
DCA,http://edamontology.org/format_3475
NGMLR,http://edamontology.org/format_2573
ilastik,http://edamontology.org/format_3752
ilastik,http://edamontology.org/format_3591
ilastik,http://edamontology.org/format_3590
ReactomePA,http://edamontology.org/format_3547
multiplierz,http://edamontology.org/format_3547
multiplierz,http://edamontology.org/format_3468
"PEAKS DB",http://edamontology.org/format_2331
"PEAKS DB",http://edamontology.org/format_3752
"PEAKS DB",http://edamontology.org/format_3603
Mayu,http://edamontology.org/format_3752
Mayu,http://edamontology.org/format_2330
Mayu,http://edamontology.org/format_3508
PhyML,http://edamontology.org/format_1910
SPAdes,http://edamontology.org/format_1929
SPAdes,http://edamontology.org/format_2330
SPAdes,http://edamontology.org/format_3475
clusterProfiler,http://edamontology.org/format_3547
MAFFT,http://edamontology.org/format_1929
XTandem,http://edamontology.org/format_3711
XTandem,http://edamontology.org/format_3247
Randfold,http://edamontology.org/format_2076
safe,http://edamontology.org/format_3752
GMAP,http://edamontology.org/format_2330
PMut,http://edamontology.org/format_2330
BiNGO,http://edamontology.org/format_1964
simpleaffy,http://edamontology.org/format_3547
affylmGUI,http://edamontology.org/format_3547
COPASI,http://edamontology.org/format_3685
COPASI,http://edamontology.org/format_2585
COPASI,http://edamontology.org/format_3686
COPASI,http://edamontology.org/format_3239
"Interactive Tree Of Life (iTOL)",http://edamontology.org/format_3547
GOstats,http://edamontology.org/format_2331
GOstats,http://edamontology.org/format_2330
GOstats,http://edamontology.org/format_3547
ARIA,http://edamontology.org/format_1476
SSAKE,http://edamontology.org/format_2330
"VIPER LC-MS",http://edamontology.org/format_3475
ZOOM,http://edamontology.org/format_3003
ZOOM,http://edamontology.org/format_2305
ZOOM,http://edamontology.org/format_2060
Jalview,http://edamontology.org/format_1915
Jalview,http://edamontology.org/format_1997
Jalview,http://edamontology.org/format_1947
Jalview,http://edamontology.org/format_1929
Jalview,http://edamontology.org/format_3015
Jalview,http://edamontology.org/format_3603
Jalview,http://edamontology.org/format_2331
Jalview,http://edamontology.org/format_1982
Jalview,http://edamontology.org/format_3466
Jalview,http://edamontology.org/format_3774
Jalview,http://edamontology.org/format_1961
Jalview,http://edamontology.org/format_1948
Jalview,http://edamontology.org/format_3464
Jalview,http://edamontology.org/format_3604
Jalview,http://edamontology.org/format_3313
TopHat,http://edamontology.org/format_3003
TopHat,http://edamontology.org/format_2573
BWA,http://edamontology.org/format_2573
rtracklayer,http://edamontology.org/format_3003
rtracklayer,http://edamontology.org/format_3005
rtracklayer,http://edamontology.org/format_2305
trimAl,http://edamontology.org/format_1997
trimAl,http://edamontology.org/format_1929
trimAl,http://edamontology.org/format_2330
trimAl,http://edamontology.org/format_1998
trimAl,http://edamontology.org/format_1982
BCF-Tools-Cat-IP,http://edamontology.org/format_3020
Pindel,http://edamontology.org/format_2330
GSNAP,http://edamontology.org/format_2330
GSNAP,http://edamontology.org/format_1930
GOSemSim,http://edamontology.org/format_2330
ConsensusClusterPlus,http://edamontology.org/format_3508
ConsensusClusterPlus,http://edamontology.org/format_3603
ConsensusClusterPlus,http://edamontology.org/format_3475
fastq_groomer_parallel,http://edamontology.org/format_2330
meme_fimo,http://edamontology.org/format_2331
meme_fimo,http://edamontology.org/format_2332
meme_fimo,http://edamontology.org/format_3475
BitSeq,http://edamontology.org/format_2330
CD-HIT-IP,http://edamontology.org/format_2330
CD-HIT-IP,http://edamontology.org/format_1929
RepeatExplorer,http://edamontology.org/format_2310
EBSeq,http://edamontology.org/format_2330
EBSeq,http://edamontology.org/format_3547
MSstats,http://edamontology.org/format_3752
MSstats,http://edamontology.org/format_3508
DOSE,http://edamontology.org/format_2330
DOSE,http://edamontology.org/format_3547
"UniProt Reference Clusters (UniRef)",http://edamontology.org/format_2331
"UniProt Reference Clusters (UniRef)",http://edamontology.org/format_2376
"UniProt Reference Clusters (UniRef)",http://edamontology.org/format_1929
"UniProt Reference Clusters (UniRef)",http://edamontology.org/format_2332
ChIPseeker,http://edamontology.org/format_2330
destiny,http://edamontology.org/format_3547
ComplexHeatmap,http://edamontology.org/format_3547
MultiQC,http://edamontology.org/format_2331
MultiQC,http://edamontology.org/format_3464
MultiQC,http://edamontology.org/format_3750
MultiQC,http://edamontology.org/format_3752
MultiQC,http://edamontology.org/format_3475
DeepLoc,http://edamontology.org/format_2331
DeepLoc,http://edamontology.org/format_3603
DisGeNET,http://edamontology.org/format_3464
DisGeNET,http://edamontology.org/format_2376
DisGeNET,http://edamontology.org/format_3475
ResFinder,http://edamontology.org/format_2333
FastME,http://edamontology.org/format_1910
FastME,http://edamontology.org/format_1445
"NCBI Taxonomy Database",http://edamontology.org/format_2331
"ProDom protein domain database",http://edamontology.org/format_2331
"ProDom protein domain database",http://edamontology.org/format_2330
genomation,http://edamontology.org/format_3547
hgv_sift,http://edamontology.org/format_3475
JASPAR,http://edamontology.org/format_2330
JASPAR,http://edamontology.org/format_1367
JASPAR,http://edamontology.org/format_3464
JASPAR,http://edamontology.org/format_3750
JASPAR,http://edamontology.org/format_3752
JASPAR,http://edamontology.org/format_3475
I-MUTANT,http://edamontology.org/format_2330
"MEME Suite",http://edamontology.org/format_2331
"MEME Suite",http://edamontology.org/format_1964
"MEME Suite",http://edamontology.org/format_2305
"MEME Suite",http://edamontology.org/format_1934
"MEME Suite",http://edamontology.org/format_3604
"MEME Suite",http://edamontology.org/format_1954
"MEME Suite",http://edamontology.org/format_1915
"MEME Suite",http://edamontology.org/format_1910
"MEME Suite",http://edamontology.org/format_1935
"MEME Suite",http://edamontology.org/format_1912
"MEME Suite",http://edamontology.org/format_1997
"MEME Suite",http://edamontology.org/format_1929
"MEME Suite",http://edamontology.org/format_3466
"MEME Suite",http://edamontology.org/format_1982
"MEME Suite",http://edamontology.org/format_1360
"MEME Suite",http://edamontology.org/format_2200
"MEME Suite",http://edamontology.org/format_1936
"MEME Suite",http://edamontology.org/format_1962
"MEME Suite",http://edamontology.org/format_2330
"MEME Suite",http://edamontology.org/format_1925
"MEME Suite",http://edamontology.org/format_2332
"MEME Suite",http://edamontology.org/format_1948
"MEME Suite",http://edamontology.org/format_1927
"MEME Suite",http://edamontology.org/format_1966
"NCBI reference sequences",http://edamontology.org/format_2331
"BindingDB database of measured binding affinities",http://edamontology.org/format_2331
RNAmmer,http://edamontology.org/format_2305
g:Profiler,http://edamontology.org/format_2330
g:Profiler,http://edamontology.org/format_3603
g:Profiler,http://edamontology.org/format_3468
"Complete Arabidopsis transcriptome database",http://edamontology.org/format_2331
"IMGT V-QUEST",http://edamontology.org/format_2331
"IMGT V-QUEST",http://edamontology.org/format_2330
"IMGT V-QUEST",http://edamontology.org/format_3620
"Pathway Interaction Database (PID)",http://edamontology.org/format_2331
"CiteXplore literature database",http://edamontology.org/format_2331
"CiteXplore literature database",http://edamontology.org/format_2332
"Plasmodium genome resources (PlasmoDB)",http://edamontology.org/format_2331
CORUM,http://edamontology.org/format_2331
eggNOG,http://edamontology.org/format_1929
eggNOG,http://edamontology.org/format_1910
eggNOG,http://edamontology.org/format_1369
HSSP,http://edamontology.org/format_2331
"Conserved domain database CDD",http://edamontology.org/format_2331
"Conserved domain database CDD",http://edamontology.org/format_2332
QuasR,http://edamontology.org/format_3327
"PseudoCAP pseudomonas genome database",http://edamontology.org/format_2331
HMMER3,http://edamontology.org/format_3329
HMMER3,http://edamontology.org/format_1961
"Cone snail toxin database ConoServer",http://edamontology.org/format_2331
MINT,http://edamontology.org/format_3158
edgeR,http://edamontology.org/format_2330
edgeR,http://edamontology.org/format_3547
"GenBank nucleotide sequence database",http://edamontology.org/format_2532
"TIGRFAMS  protein family database",http://edamontology.org/format_2331
SILVAngs,http://edamontology.org/format_2333
SILVAngs,http://edamontology.org/format_1929
SILVAngs,http://edamontology.org/format_3508
SILVAngs,http://edamontology.org/format_3475
IntAct,http://edamontology.org/format_2331
"Carbohydrate-active enzymes database (CAZy)",http://edamontology.org/format_2331
Rsubread,http://edamontology.org/format_2572
"DSSP secondary structure database",http://edamontology.org/format_2331
"Human gene nomenclature database (HGNC)",http://edamontology.org/format_2331
"SWISS-MODEL Workspace",http://edamontology.org/format_1476
"SWISS-MODEL Workspace",http://edamontology.org/format_1477
"CopraRNA web server",http://edamontology.org/format_3547
"CopraRNA web server",http://edamontology.org/format_2331
"CopraRNA web server",http://edamontology.org/format_2330
"CopraRNA web server",http://edamontology.org/format_3466
"CopraRNA web server",http://edamontology.org/format_1910
"CopraRNA web server",http://edamontology.org/format_3508
PASTA,http://edamontology.org/format_3556
"Simple modular architecture research tool (SMART)",http://edamontology.org/format_2331
MobiDB,http://edamontology.org/format_2331
MobiDB,http://edamontology.org/format_3464
limma,http://edamontology.org/format_3547
WikiPathways,http://edamontology.org/format_2331
WikiPathways,http://edamontology.org/format_2332
WikiPathways,http://edamontology.org/format_3464
PLIP,http://edamontology.org/format_2330
PLIP,http://edamontology.org/format_2332
ClustVis,http://edamontology.org/format_3508
ClustVis,http://edamontology.org/format_3604
ClustVis,http://edamontology.org/format_3466
InterPro,http://edamontology.org/format_2331
vardict,http://edamontology.org/format_3016
2bwt-builder-IP,http://edamontology.org/format_2330
NGphylogeny.fr,http://edamontology.org/format_1910
NGphylogeny.fr,http://edamontology.org/format_3508
NGphylogeny.fr,http://edamontology.org/format_3604
SecretomeP,http://edamontology.org/format_2330
PhyML,http://edamontology.org/format_2330
ABySS,http://edamontology.org/format_1929
Circos,http://edamontology.org/format_2330
Circos,http://edamontology.org/format_3547
"Yeast gene order browser",http://edamontology.org/format_2331
"PDB-redo database of re-refined PDB entries",http://edamontology.org/format_2331
NetMHC,http://edamontology.org/format_2331
LipoP,http://edamontology.org/format_2305
ChloroP,http://edamontology.org/format_2330
"UNITE rDNA",http://edamontology.org/format_2331
"The Human Protein Atlas",http://edamontology.org/format_2331
"DExSI: Targeted GC-MS Metabolomics",http://edamontology.org/format_2330
"DExSI: Targeted GC-MS Metabolomics",http://edamontology.org/format_3547
NetPhorest,http://edamontology.org/format_2330
MACARON,http://edamontology.org/format_2330
NDtree,http://edamontology.org/format_2333
MLST,http://edamontology.org/format_2333
MirGeneDB,http://edamontology.org/format_2331
MirGeneDB,http://edamontology.org/format_1929
Genevestigator,http://edamontology.org/format_2331
NetMHCII,http://edamontology.org/format_2331
DeconTools,http://edamontology.org/format_3752
DeconTools,http://edamontology.org/format_1637
"Repeat Explorer",http://edamontology.org/format_2310
PeakAnalyzer,http://edamontology.org/format_2032
ShoRAH,http://edamontology.org/format_3752
ShoRAH,http://edamontology.org/format_3016
ShoRAH,http://edamontology.org/format_1929
MUSCLE,http://edamontology.org/format_1997
MUSCLE,http://edamontology.org/format_2331
MUSCLE,http://edamontology.org/format_1947
MUSCLE,http://edamontology.org/format_1929
MUSCLE,http://edamontology.org/format_1982
TreeDyn,http://edamontology.org/format_3603
NetCTL,http://edamontology.org/format_2330
PredGPI,http://edamontology.org/format_2331
BMGE,http://edamontology.org/format_2331
BMGE,http://edamontology.org/format_1984
BMGE,http://edamontology.org/format_1973
BMGE,http://edamontology.org/format_1998
BepiPred,http://edamontology.org/format_2305
CONTIGuator,http://edamontology.org/format_1333
"BioModels database",http://edamontology.org/format_2585
"BioModels database",http://edamontology.org/format_3156
ALDEx2,http://edamontology.org/format_2330
Bioconductor,http://edamontology.org/format_2032
MACS,http://edamontology.org/format_3003
MACS,http://edamontology.org/format_2331
MACS,http://edamontology.org/format_3005
MACS,http://edamontology.org/format_3475
Bowtie,http://edamontology.org/format_2330
Bowtie,http://edamontology.org/format_2573
Bowtie,http://edamontology.org/format_1930
DESeq,http://edamontology.org/format_2330
DESeq,http://edamontology.org/format_3508
tophat2,http://edamontology.org/format_3003
tophat2,http://edamontology.org/format_2330
tophat2,http://edamontology.org/format_2572
tophat2,http://edamontology.org/format_3475
Kraken,http://edamontology.org/format_3475
ANGSD,http://edamontology.org/format_3008
ANGSD,http://edamontology.org/format_2330
CLARK,http://edamontology.org/format_3475
"1000Genomes VEP",http://edamontology.org/format_2331
"1000Genomes VEP",http://edamontology.org/format_2330
Scoary,http://edamontology.org/format_3752
"Cancer Genome Interpreter (CGI)",http://edamontology.org/format_3475
circBase,http://edamontology.org/format_1929
khmer,http://edamontology.org/format_1929
khmer,http://edamontology.org/format_2182
LocARNA,http://edamontology.org/format_1929
LocARNA,http://edamontology.org/format_3466
LocARNA,http://edamontology.org/format_1982
LocARNA,http://edamontology.org/format_1910
LocARNA,http://edamontology.org/format_3508
VarDom,http://edamontology.org/format_2333
CAVER,http://edamontology.org/format_1476
CAVER,http://edamontology.org/format_2330
DiscoTope,http://edamontology.org/format_2330
GenomicAlignments,http://edamontology.org/format_2330
GenomicAlignments,http://edamontology.org/format_1921
PredictSNP,http://edamontology.org/format_2331
PredictSNP,http://edamontology.org/format_2330
Clomial,http://edamontology.org/format_2330
Unicycler,http://edamontology.org/format_3617
Unicycler,http://edamontology.org/format_1929
TADbit,http://edamontology.org/format_3617
TADbit,http://edamontology.org/format_3033
mixomics,http://edamontology.org/format_3751
sva,http://edamontology.org/format_3547
REPET,http://edamontology.org/format_1929
REPET,http://edamontology.org/format_2206
REPET,http://edamontology.org/format_1939
PathogenFinder,http://edamontology.org/format_2333
SARTools,http://edamontology.org/format_2331
SARTools,http://edamontology.org/format_3475
seqkit,http://edamontology.org/format_1929
seqkit,http://edamontology.org/format_1930
EffectiveT3,http://edamontology.org/format_2331
SIAMCAT,http://edamontology.org/format_3508
SIAMCAT,http://edamontology.org/format_3475
bcftools_view,http://edamontology.org/format_3475
snpEff,http://edamontology.org/format_2331
snpEff,http://edamontology.org/format_3475
cisTEM,http://edamontology.org/format_3547
Swarm,http://edamontology.org/format_2330
